"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT05","WT06","WT08","WT09"
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-02-15","10.29",,,,"0.67",,,,,"47","42",,,"  190","  200",,,"18.1","23.9","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-02-16","4.92",,,,"0.00",,,,,"51","37",,,"  250","  250",,,"15.0","19.0","    1","    1",,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-02-17","2.24",,,,"0.00",,,,,"51","33",,,"   40","   30",,,"8.1","11.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-02-18","10.29",,,,"0.00",,,,,"54","33",,,"   10","   20",,,"17.0","21.0","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-02-19","8.50",,,,"0.00",,,,,"61","32",,,"   30","   30",,,"14.1","19.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-02-20","3.36",,,,"0.00",,,,,"56","28",,,"   30","   20",,,"10.1","14.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-02-21","0.45",,,,"0.00",,,,,"57","29",,,"  170","  170",,,"6.0","8.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-02-22","1.12",,,,"0.00",,,,,"58","31",,,"  360","   10",,,"6.0","8.1","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-02-23","11.41",,,,"0.11",,,,,"51","42",,,"  190","  210",,,"25.9","36.9","    1",,,,,"    1",
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-02-24","3.80",,,,"0.00",,,,,"49","34",,,"  190","  190",,,"12.1","13.0",,,,,,"    1",
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-02-25","1.57",,,,"0.00",,,,,"55","32",,,"  110","   90",,,"6.9","11.0","    1","    1",,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-02-26","2.24",,,,"0.00",,,,,"58","40",,,"   20","   30",,,"10.1","13.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-02-27","2.68",,,,"0.00",,,,,"64","33",,,"   20","   20",,,"8.9","13.0","    1",,,,,"    1",
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-02-28","5.82",,,,"0.12",,,,,"56","32",,,"  260","  260",,,"16.1","23.0","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-02-29","5.82",,,,"0.21",,,,,"47","31",,,"  210","  180",,,"16.1","23.0","    1","    1","    1",,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-01","1.79",,,,"0.00",,,,,"49","32",,,"   50","   60",,,"8.1","10.1","    1","    1",,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-02","9.17",,,,"0.00",,,,,"50","39",,,"  190","  190",,,"18.1","25.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-03","9.17",,,,"0.00",,,,,"60","47",,,"  170","  170",,,"17.0","21.9",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-04","2.91",,,,"0.00",,,,,"57","40",,,"   30","  250",,,"10.1","12.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-05","3.58",,,,"0.00",,,,,"59","34",,,"  180","  190",,,"13.0","17.0","    1",,,,,"    1",
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-06","5.14",,,,"0.38",,,,,"48","41",,,"  190","  190",,,"15.0","19.0","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-07","5.14",,,,"0.02",,,,,"49","36",,,"  180","  180",,,"17.0","21.9","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-08","2.68",,,,"0.00",,,,,"52","32",,,"   40","   40",,,"13.0","13.0","    1","    1",,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-09","1.34",,,,"0.00",,,,,"57","29",,,"  260","  270",,,"6.0","8.9","    1","    1",,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-10","0.67",,,,"0.00",,,,,"61","29",,,"  160","  170",,,"8.1","10.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-11","3.80",,,,"0.00",,,,,"57","36",,,"  360","  350",,,"14.1","19.9",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-12","4.47",,,,"0.00",,,,,"56","31",,,"  350","  350",,,"13.0","16.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-13","2.68",,,,"0.10",,,,,"41","34",,,"   10","  350",,,"8.1","10.1","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-14","7.83",,,,"0.44",,,,,"44","33",,,"   50","   50",,,"17.0","23.9","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-15","13.87",,,,"0.00",,,,,"48","33",,,"   70","   50",,,"25.1","36.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-16","11.18",,,,"0.00",,,,,"61","34",,,"   30","   30",,,"21.0","25.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-17","5.14",,,,"0.00",,,,,"59","36",,,"  360","  360",,,"14.1","16.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-18","1.12",,,,"0.00",,,,,"59","36",,,"  180","  170",,,"8.1","10.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-19","1.12",,,,"0.00",,,,,"63","34",,,"  260","  230",,,"6.9","8.9","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-20","3.13",,,,"0.00",,,,,"68","37",,,"   20","   30",,,"15.0","19.9","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-21","3.13",,,,"0.00",,,,,"60","37",,,"  350","  360",,,"10.1","14.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-22","4.70",,,,"0.00",,,,,"63","32",,,"  210","  250",,,"13.0","19.0","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-23","8.95",,,,"0.22",,,,,"51","43",,,"  250","  250",,,"17.0","23.0","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-24","7.61",,,,"0.35",,,,,"50","38",,,"  190","  190",,,"19.9","23.0","    1",,,,,"    1",
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-25","2.91",,,,"0.00",,,,,"53","37",,,"  180","  290",,,"10.1","14.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-26","3.58",,,,"0.00",,,,,"51","35",,,"  190","  180",,,"12.1","15.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-27","7.61",,,,"0.15",,,,,"51","38",,,"  190","  200",,,"18.1","23.9",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-28","9.84",,,,"0.06",,,,,"53","46",,,"  180","  170",,,"19.9","25.9",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-29","11.41",,,,"0.18",,,,,"59","48",,,"  190","  190",,,"21.9","30.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-30","10.51",,,,"0.47",,,,,"51","43",,,"  190","  180",,,"25.9","40.0","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-03-31","7.83",,,,"0.16",,,,,"52","40",,,"  250","  240",,,"18.1","25.9","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-01","6.26",,,,"0.37",,,,,"48","39",,,"  180","  180",,,"16.1","21.9","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-02","4.70",,,,"0.09",,,,,"52","36",,,"  250","  250",,,"14.1","18.1","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-03","2.91",,,,"0.00",,,,,"50","34",,,"  180","  250",,,"12.1","15.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-04","3.58",,,,"0.07",,,,,"52","37",,,"   10","   20",,,"8.9","12.1","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-05","6.93",,,,"0.01",,,,,"64","42",,,"   20","   10",,,"15.0","19.9",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-06","2.01",,,,"0.00",,,,,"62","41",,,"  330","  320",,,"8.9","12.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-07","4.03",,,,"0.00",,,,,"62","40",,,"   40","  350",,,"10.1","13.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-08","6.71",,,,"0.00",,,,,"74","36",,,"   10","   20",,,"14.1","19.9",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-09","7.61",,,,"0.00",,,,,"79","48",,,"  360","   10",,,"15.0","19.9",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-10","2.68",,,,"0.00",,,,,"71","41",,,"  350","  350",,,"12.1","15.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-11","2.91",,,,"0.00",,,,,"64","43",,,"   20","   20",,,"14.1","16.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-12","7.83",,,,"0.00",,,,,"66","36",,,"   10","   10",,,"17.0","21.9",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-13","7.38",,,,"0.00",,,,,"68","36",,,"   20","  340",,,"14.1","19.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-14","3.80",,,,"0.00",,,,,"69","37",,,"  240","  240",,,"13.0","17.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-15","3.58",,,,"0.00",,,,,"64","43",,,"   50","   50",,,"10.1","13.0","    1",,,,,"    1",
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-16","9.17",,,,"0.00",,,,,"71","43",,,"   40","   40",,,"21.0","27.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-17","2.68",,,,"0.00",,,,,"76","43",,,"   30","   30",,,"12.1","13.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-18","7.38",,,,"0.10",,,,,"53","45",,,"  190","  200",,,"14.1","19.9","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-19","2.46",,,,"0.00",,,,,"63","42",,,"   40","  340",,,"8.9","13.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-20","3.13",,,,"0.00",,,,,"72","40",,,"  250","  250",,,"13.0","17.0","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-21","3.80",,,,"0.00",,,,,"62","45",,,"  180","  190",,,"14.1","16.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-22","7.38",,,,"0.31",,,,,"60","47",,,"  200","  200",,,"19.9","25.9","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-23","3.36",,,,"0.00",,,,,"62","49",,,"  220","  210",,,"13.0","18.1",,,,,,"    1",
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-24","5.59",,,,"0.03",,,,,"63","50",,,"  180","  180",,,"17.0","21.9","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-25","5.14",,,,"0.22",,,,,"67","44",,,"  240","  250",,,"15.0","21.9","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-26","3.58",,,,"0.09",,,,,"68","39",,,"  180","  180",,,"12.1","17.0","    1",,,,,"    1",
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-27","8.72",,,,"0.03",,,,,"68","49",,,"  180","  180",,,"21.9","29.1","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-28","2.68",,,,"0.00",,,,,"72","50",,,"  220","  260",,,"8.9","13.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-29","5.82",,,,"0.00",,,,,"71","52",,,"  200","  180",,,"18.1","29.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-04-30","5.82",,,,"0.00",,,,,"65","46",,,"  170","  160",,,"16.1","23.9",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-01","2.91",,,,"0.07",,,,,"62","41",,,"  220","  200",,,"13.0","17.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-02","5.82",,,,"0.49",,,,,"57","43",,,"  180","  180",,,"21.0","25.1","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-03","4.47",,,,"0.06",,,,,"60","43",,,"   40","  200",,,"12.1","17.0","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-04","2.91",,,,"0.01",,,,,"70","39",,,"  250","  290",,,"13.0","18.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-05","5.14",,,,"0.01",,,,,"73","49",,,"  260","  260",,,"14.1","21.0","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-06","6.93",,,,"0.13",,,,,"64","46",,,"  220","  260",,,"17.0","23.0","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-07","12.97",,,,"0.00",,,,,"75","41",,,"   20","   20",,,"21.9","27.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-08","11.86",,,,"0.00",,,,,"85","57",,,"   40","   20",,,"19.9","25.9",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-09","8.50",,,,"0.00",,,,,"87","62",,,"   10","   10",,,"15.0","21.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-10","3.13",,,,"0.00",,,,,"88","54",,,"  200","  200",,,"10.1","15.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-11","3.80",,,,"0.13",,,,,"70","50",,,"  220","  210",,,"12.1","17.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-12","7.16",,,,"0.25",,,,,"63","49",,,"  180","  180",,,"18.1","25.9","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-13","8.28",,,,"0.04",,,,,"63","49",,,"  180","  180",,,"17.0","25.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-14","4.03",,,,"0.68",,,,,"57","50",,,"  180","  180",,,"10.1","14.1","    1",,,,,"    1",
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-15","3.80",,,,"0.01",,,,,"69","51",,,"  180","  180",,,"13.0","17.0","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-16","3.80",,,,"0.16",,,,,"69","54",,,"  190","  180",,,"12.1","15.0","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-17","2.91",,,,"0.00",,,,,"69","50",,,"  260","  250",,,"12.1","17.0","    1","    1",,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-18","5.37",,,,"0.39",,,,,"60","52",,,"  260","  180",,,"10.1","15.0","    1",,,,,"    1",
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-19","4.25",,,,"0.00",,,,,"63","49",,,"  230","  230",,,"8.9","13.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-20","6.71",,,,"0.02",,,,,"61","51",,,"  250","  250",,,"15.0","21.0","    1",,,,,"    1",
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-21","6.71",,,,"0.02",,,,,"60","48",,,"  240","  240",,,"15.0","21.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-22","4.70",,,,"0.03",,,,,"62","45",,,"  180","  180",,,"13.0","17.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-23","2.46",,,,"0.00",,,,,"64","47",,,"   40","   70",,,"10.1","13.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-24","1.34",,,,"0.00",,,,,"74","48",,,"  250","  250",,,"6.9","10.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-25","2.24",,,,"0.02",,,,,"69","53",,,"  140","  190",,,"8.1","8.9","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-26","4.92",,,,"0.00",,,,,"75","56",,,"   20","   30",,,"13.0","15.0","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-27","5.82",,,,"0.00",,,,,"85","49",,,"   20","   80",,,"14.1","19.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-28","2.91",,,,"0.00",,,,,"92","55",,,"   10","   10",,,"12.1","14.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-29","3.58",,,,"0.00",,,,,"86","55",,,"  350","  340",,,"10.1","14.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-30","4.92",,,,"0.30",,,,,"62","53",,,"  220","  210",,,"12.1","19.9","    1",,"    1",,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-05-31","5.14",,,,"0.00",,,,,"66","51",,,"   30","   30",,,"12.1","15.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-01","3.58",,,,"0.00",,,,,"73","44",,,"  360","  360",,,"12.1","16.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-02","3.80",,,,"0.00",,,,,"79","49",,,"  360","  360",,,"13.0","17.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-03","4.92",,,,"0.00",,,,,"76","51",,,"   20","  350",,,"14.1","19.0",,,,,,"    1",
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-04","5.59",,,,"0.00",,,,,"74","50",,,"   20","  330",,,"14.1","21.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-05","4.92",,,,"0.00",,,,,"70","52",,,"  240","  240",,,"14.1","21.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-06","7.61",,,,"0.26",,,,,"61","49",,,"  180","  190",,,"15.0","19.0","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-07","7.38",,,,"0.21",,,,,"62","48",,,"  190","  180",,,"16.1","21.9","    1",,"    1",,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-08","5.59",,,,"0.20",,,,,"65","52",,,"  170","  240",,,"14.1","18.1","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-09","8.05",,,,"0.42",,,,,"66","51",,,"  180","  190",,,"18.1","25.1","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-10","4.92",,,,"0.00",,,,,"78","59",,,"  170","  180",,,"15.0","19.9","    1",,,,,"    1",
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-11","2.24",,,,"0.04",,,,,"76","58",,,"  320","  310",,,"8.9","13.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-12","2.24",,,,"0.13",,,,,"59","54",,,"  260","  260",,,"6.9","10.1","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-13","6.49",,,,"0.58",,,,,"60","51",,,"  180","  180",,,"17.0","21.0","    1",,,,,"    1",
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-14","4.25",,,,"0.04",,,,,"68","49",,,"  190","  180",,,"14.1","17.0","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-15","6.93",,,,"0.84",,,,,"64","52",,,"  220","  210",,,"15.0","19.9","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-16","5.14",,,,"0.24",,,,,"64","52",,,"  320","  200",,,"13.0","17.0","    1",,"    1",,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-17","3.36",,,,"0.00",,,,,"72","53",,,"   10","  140",,,"8.9","14.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-18","4.25",,,,"0.00",,,,,"82","51",,,"   30","   40",,,"10.1","14.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-19","2.24",,,,"0.00",,,,,"84","54",,,"  230","  240",,,"10.1","15.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-20","4.25",,,,"0.30",,,,,"70","59",,,"  190","  180",,,"12.1","15.0","    1",,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-21","3.80",,,,"0.00",,,,,"77","58",,,"  360","   10",,,"12.1","16.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-22","5.82",,,,"0.00",,,,,"87","53",,,"   40","   30",,,"13.0","17.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-23","3.36",,,,"0.00",,,,,"91","61",,,"  350","   40",,,"8.9","12.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-24","3.58",,,,"0.00",,,,,"79","59",,,"  350","  360",,,"17.0","23.9",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-25","6.04",,,,"0.00",,,,,"86","56",,,"   10","  350",,,"15.0","21.9",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-26","3.58",,,,"0.00",,,,,"89","58",,,"  340","  330",,,"15.0","21.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-27","7.38",,,,"0.00",,,,,"73","57",,,"  330","  340",,,"17.0","23.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-28","4.03",,,,"0.00",,,,,"70","54",,,"  360","  330",,,"10.1","15.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-29","5.14",,,,"0.00",,,,,"75","52",,,"  250","  180",,,"15.0","21.9",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-06-30","6.71",,,,"0.00",,,,,"71","57",,,"  260","  250",,,"15.0","21.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-07-01","6.93",,,,"0.00",,,,,"67","51",,,"  250","  250",,,"14.1","19.9",,,,,,"    1",
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-07-02","3.13",,,,"0.00",,,,,"73","51",,,"  240","  230",,,"8.1","12.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-07-03","2.01",,,,"0.00",,,,,"74","51",,,"   10","   10",,,"10.1","13.0",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-07-04","2.46",,,,"0.00",,,,,"75","55",,,"   50","   60",,,"8.9","12.1",,,,,,,
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-07-05","1.57",,,,"0.00",,,,,"76","53",,,"  250","  250",,,"12.1","15.0","    1",,,,,"    1",
"USW00094281","AURORA STATE AIRPORT, OR US","45.24861","-122.76861","59.7","2020-07-06","4.25",,,,"0.00",,,,,"69","53",,,"  250","  240",,,"10.1","15.0",,,,,,,
